Id,Date,Price,Bedrooms,Bathrooms,Sqft_living,Sqft_lot,Floors,Waterfront,View,Condition,Grade,Sqft_above,Sqft_basement,Yr_built,Yr_renovated,Zipcode,Lat,Long,Sqft_living15,Sqft_lot15,House_age,Has_Basement,YearsSinceRenovation,Has_Renovation,Price_persqft,Relative_size,Relativesizecategory,Bathroom_Group,Bedroom_Group
4178300310,7/16/2014,785000,4,2.5,2290,13416,2,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,45,0,45,0,342.7947598,0.854477612,Average,2-3,2-4
9215400105,4/28/2015,450000,3,1.75,1250,5963,1,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,73,0,73,0,360,1.288659794,Average,1-2,2-4
822039084,3/11/2015,1350000,3,2.5,2753,65005,1,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,73,1,73,0,490.3741373,1.027238806,Average,2-3,2-4
5245600105,9/16/2014,228000,3,1,1190,9199,1,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,71,0,71,0,191.5966387,1,Average,0-1,2-4
7231300125,2/17/2015,345000,5,2.5,3150,9134,1,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,60,1,60,0,109.5238095,1.582914573,Large,2-3,4-6
7518505990,12/31/2014,600000,3,1.75,1410,4080,1,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,76,1,76,0,425.5319149,1,Average,1-2,2-4
3626039271,2/5/2015,585000,2,1.75,1980,8550,1,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,45,1,45,0,295.4545455,1.337837838,Average,1-2,0-2
4217401195,3/3/2015,920000,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,99,1,99,0,336.996337,1,Average,2-3,4-6
9822700295,5/12/2014,885000,4,2.5,2830,5000,2,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,31,0,31,0,312.7208481,1.451282051,Average,2-3,2-4
9478500640,8/19/2014,292500,4,2.5,2250,4495,2,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,18,0,18,0,130,1,Average,2-3,2-4
2799800710,4/7/2015,301000,3,2.5,2420,4750,2,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,23,0,23,0,124.3801653,0.899628253,Average,2-3,2-4
7922800400,8/27/2014,951000,5,3.25,3250,14342,2,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,58,0,58,0,292.6153846,1.097972973,Average,3+,4-6
8079040320,2/23/2015,430000,4,3,1850,9976,2,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,35,0,35,0,232.4324324,0.814977974,Average,2-3,2-4
1516000055,12/10/2014,650000,3,2.25,2150,21235,1,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,67,1,67,0,302.3255814,0.836575875,Average,2-3,2-4
9558200045,8/28/2014,289000,3,1.75,1260,8400,1,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,72,0,72,0,229.3650794,0.976744186,Average,1-2,2-4
5072410070,10/21/2014,505000,3,1.75,2519,8690,2,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,53,0,53,0,200.4763795,1.0076,Average,1-2,2-4
9528102996,12/7/2014,549000,3,1.75,1540,1044,3,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,12,0,12,0,356.4935065,0.974683544,Average,1-2,2-4
1189001180,6/3/2014,425000,3,2.25,1660,6000,1,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,47,1,47,0,256.0240964,1.152777778,Average,2-3,2-4
3253500160,11/20/2014,317625,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,101,1,101,0,114.666065,1.923611111,Large,2-3,2-4
3394100030,9/9/2014,975000,4,2.5,2720,11049,2,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,37,0,37,0,358.4558824,0.989090909,Average,2-3,2-4
3717000160,10/9/2014,287000,4,2.5,2240,4648,2,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,21,0,21,0,128.125,1.008554705,Average,2-3,2-4
1274500060,8/25/2014,204000,3,1,1000,12070,1,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,58,0,58,0,204,0.99009901,Average,0-1,2-4
1802000060,6/12/2014,1330000,5,2.25,3200,20158,1,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,61,1,61,0,415.625,0.943952802,Average,2-3,4-6
1525059190,9/12/2014,1040000,5,3.25,4770,50094,1,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,53,1,53,0,218.0293501,1.351274788,Average,3+,4-6
1049000060,1/5/2015,325000,3,2,1260,5612,1,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,54,0,54,0,257.9365079,0.768292683,Small,1-2,2-4
8820901275,6/10/2014,571000,4,2,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,110,1,110,0,207.6363636,1.821192053,Large,1-2,2-4
5416510140,7/10/2014,360000,4,2.5,2380,5000,2,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,21,0,21,0,151.2605042,0.983471074,Average,2-3,2-4
3444100400,3/16/2015,349000,3,1.75,1790,50529,1,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,61,1,61,0,194.972067,0.922680412,Average,1-2,2-4
3276920270,11/5/2014,832500,4,4,3430,35102,2,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,40,1,40,0,242.7113703,1.058641975,Average,3+,2-4
4036801170,10/13/2014,380000,4,1.75,1760,7300,1,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,70,1,70,0,215.9090909,1.047619048,Average,1-2,2-4
2391600320,4/20/2015,480000,3,1,1040,5060,1,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,85,0,85,0,461.5384615,1.168539326,Average,0-1,2-4
6300000287,6/9/2014,410000,3,1,1410,5060,1,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,70,1,70,0,290.7801418,1.247787611,Average,0-1,2-4
1531000030,3/23/2015,720000,4,2.5,3450,39683,2,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,24,0,24,0,208.6956522,1.029850746,Average,2-3,2-4
5104520400,12/2/2014,390000,3,2.5,2350,5100,2,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,23,0,23,0,165.9574468,1,Average,2-3,2-4
7437100340,12/22/2014,360000,4,2.5,1900,5889,2,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,34,0,34,0,189.4736842,1.016042781,Average,2-3,2-4
9418400240,10/28/2014,355000,2,1,2020,6720,1,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,78,1,78,0,175.7425743,1.174418605,Average,0-1,0-2
1523059105,1/28/2015,356000,3,1.5,1680,8712,1,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,62,0,62,0,211.9047619,0.908108108,Average,1-2,2-4
1133000671,6/2/2014,315000,3,1,960,6634,1,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,74,0,74,0,328.125,0.611464968,Small,0-1,2-4
4232902595,11/14/2014,940000,3,1.5,2140,3600,2,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,101,1,101,0,439.2523364,1.059405941,Average,1-2,2-4
2599001200,11/3/2014,305000,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,65,0,65,0,114.6616541,1.672955975,Large,2-3,4-6
3342103156,6/18/2014,461000,3,3.25,2770,6278,2,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,20,1,20,0,166.4259928,1.457894737,Average,3+,2-4
1332700270,5/19/2014,215000,2,2.25,1610,2040,2,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,47,0,47,0,133.5403727,0.825641026,Average,2-3,0-2
3869900162,9/4/2014,335000,2,1.75,1030,1066,2,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,20,1,20,0,325.2427184,1,Average,1-2,0-2
2791500270,5/22/2014,243500,4,2.5,1980,7403,2,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,38,0,38,0,122.979798,1,Average,2-3,2-4
5036300431,3/11/2015,1100000,5,2.75,3520,6353,2,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,25,0,25,0,312.5,1.396825397,Average,2-3,4-6
4168000060,2/26/2015,153000,3,1,1200,10500,1,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,64,0,64,0,127.5,0.888888889,Average,0-1,2-4
6021501535,7/25/2014,430000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,87,1,87,0,272.1518987,1.006369427,Average,1-2,2-4
6021501535,12/23/2014,700000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,87,1,87,0,443.0379747,1.006369427,Average,1-2,2-4
1483300570,9/8/2014,905000,4,2.5,3300,10250,1,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,80,1,35,1,274.2424242,1.692307692,Large,2-3,2-4
3422049190,3/30/2015,247500,3,1.75,1960,15681,1,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,59,0,59,0,126.2755102,1.12,Average,1-2,2-4
1099611230,9/12/2014,199000,4,1.5,1160,6400,1,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,51,0,51,0,171.5517241,1,Average,1-2,2-4
722079104,7/11/2014,314000,3,1.75,1810,41800,1,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,46,1,46,0,173.480663,1.096969697,Average,1-2,2-4
7338200240,5/16/2014,437500,3,2.5,2320,36847,2,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,34,0,34,0,188.5775862,0.909803922,Average,2-3,2-4
1952200240,6/11/2014,850830,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,116,1,116,0,411.0289855,0.940909091,Average,2-3,2-4
5200100125,10/27/2014,555000,3,2,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,97,1,97,0,280.3030303,1.229813665,Average,1-2,2-4
7214720075,12/12/2014,699950,3,2.25,2190,107593,2,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,43,0,43,0,319.6118721,0.852140078,Average,2-3,2-4
2450000295,10/7/2014,1090000,3,2.5,2920,8113,2,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,76,0,16,1,373.2876712,1.232067511,Average,2-3,2-4
6197800045,9/24/2014,290000,3,1,1210,33919,1,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,72,0,72,0,239.6694215,0.737804878,Small,0-1,2-4
1328310370,4/2/2015,375000,3,2.5,2340,10005,1,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,48,1,48,0,160.2564103,1.04,Average,2-3,2-4
546000875,5/23/2014,460000,3,1,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,87,1,87,0,275.4491018,1.346774194,Average,0-1,2-4
3530510041,7/23/2014,188500,2,1.75,1240,2493,1,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,41,0,41,0,152.016129,0.976377953,Average,1-2,0-2
1853000400,3/5/2015,680000,4,2.5,3140,28037,2,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,35,0,35,0,216.5605096,1.050167224,Average,2-3,2-4
3134100116,8/27/2014,470000,5,1.75,2030,12342,2,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,84,0,84,0,231.5270936,0.812,Average,1-2,4-6
9545230140,7/25/2014,597750,4,2.5,2310,9624,2,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,42,0,42,0,258.7662338,1.190721649,Average,2-3,2-4
3362400511,3/4/2015,570000,3,1.75,1260,3328,1,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,121,1,121,0,452.3809524,0.913043478,Average,1-2,2-4
2525310310,9/16/2014,272500,3,1.75,1540,12600,1,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,46,1,46,0,176.9480519,1,Average,1-2,2-4
6126500060,11/24/2014,329950,3,1.75,2080,5969,1,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,55,1,55,0,158.6298077,0.995215311,Average,1-2,2-4
8961960160,10/28/2014,480000,4,2.5,3230,16171,2,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,25,1,25,0,148.6068111,1.223484848,Average,2-3,2-4
3626039325,11/21/2014,740500,3,3.5,4380,6350,2,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,126,1,27,1,169.0639269,2.393442623,Large,3+,2-4
3362400431,6/26/2014,518500,3,3.5,1590,1102,3,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,16,0,16,0,326.1006289,0.981481481,Average,3+,2-4
4060000240,6/23/2014,205425,2,1,880,6780,1,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,81,0,81,0,233.4375,0.739495798,Small,0-1,0-2
3454800060,1/8/2015,171800,4,2,1570,9600,1,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,76,0,76,0,109.4267516,0.835106383,Average,1-2,2-4
1695900060,5/11/2015,535000,4,1,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,101,0,101,0,332.2981366,1,Average,0-1,2-4
7278700070,1/2/2015,660000,3,2.5,2400,6474,1,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,62,1,62,0,275,1.025641026,Average,2-3,2-4
6675500070,11/19/2014,391500,3,2,1450,9132,1,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,39,0,39,0,270,0.917721519,Average,1-2,2-4
3626039187,4/6/2015,395000,2,1,770,6000,1,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,73,0,73,0,512.987013,0.450292398,Small,0-1,0-2
3524049083,11/4/2014,445000,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,102,1,102,0,211.9047619,1.135135135,Average,1-2,2-4
3275860240,6/18/2014,770000,3,2.25,2910,10204,2,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,36,0,36,0,264.604811,1.077777778,Average,2-3,2-4
4389200955,3/2/2015,1450000,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,112,1,34,1,527.2727273,0.89869281,Average,2-3,2-4
4058801670,7/17/2014,445000,3,2.25,2100,8201,1,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,59,1,59,0,211.9047619,0.789473684,Small,2-3,2-4
8732020310,7/17/2014,260000,4,2.25,2160,8811,1,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,48,1,48,0,120.3703704,1.033492823,Average,2-3,2-4
2331300505,6/13/2014,822500,5,3.5,2320,4960,2,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,100,1,100,0,354.5258621,1.364705882,Average,3+,4-6
7853210060,4/6/2015,430000,4,2.5,2070,4310,2,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,22,0,22,0,207.7294686,1.050761421,Average,2-3,2-4
3668000070,1/5/2015,212000,3,1.75,1060,7875,1,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,40,0,40,0,200,0.746478873,Small,1-2,2-4
9545240070,4/28/2015,660500,4,2.25,2010,9603,1,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,40,1,40,0,328.6069652,0.975728155,Average,2-3,2-4
1243100136,6/12/2014,784000,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,37,1,37,0,198.4810127,1.592741935,Large,3+,2-4
8929000270,5/12/2014,453246,3,2.5,2010,2287,2,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,12,1,12,0,225.4955224,1.189349112,Average,2-3,2-4
2767602356,1/26/2015,675000,4,3.5,2140,2278,3,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,21,0,21,0,315.4205607,1.38961039,Average,3+,2-4
921049315,8/13/2014,199000,3,1.75,1320,17390,1,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,70,0,70,0,150.7575758,0.851612903,Average,1-2,2-4
3655000070,8/5/2014,220000,4,1.75,2020,7840,1,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,58,1,58,0,108.9108911,1.154285714,Average,1-2,2-4
4027700812,5/29/2014,452000,4,2.25,2590,10002,1,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,58,1,58,0,174.5173745,1.670967742,Large,2-3,2-4
3992700335,7/7/2014,382500,2,1,1190,4440,1,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,45,0,45,0,321.4285714,1.122641509,Average,0-1,0-2
2767603505,5/7/2014,519950,3,2.25,1170,1249,3,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,12,0,12,0,444.4017094,0.866666667,Average,2-3,2-4
4232901525,6/27/2014,665000,2,1,1110,3200,1,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,101,0,101,0,599.0990991,0.948717949,Average,0-1,0-2
1777500060,7/8/2014,527700,5,2.5,2820,9375,1,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,58,1,58,0,187.1276596,1,Average,2-3,4-6
